bill_number,title,domain_title_terms,broad_title_terms,committee_net,fetch_status,legislation_type,text_chars,text_terms,snippet,decision,reason,note
H3336,An Act concerning the safety of children on school buses,,,,corpus_screen,,,data_protection:1,"vehicle who committed the offense. the vendor will have to apply a strict security protocol for the data protection obtained. among the obligations of the vendor, must keep up to date every 6 months, a background check of all employees with who access the informati",include,IN-CORPUS-SCREEN,"school bus camera bill with data-handling regime: vendor RMV data access limits, security/encryption/audit duties, image destruction deadlines, municipal ownership and vendor use ban on recordings"
H3375,An Act relative to school bus cameras,,,,corpus_screen,,,personal_information:1,ble violation is material as to a finding of civil or criminal liability. (c) photographs and other personal identifying information collected by a city or town pursuant to this chapter shall not be a public record under clause twenty-sixth of section 7 of chapter 4 or chapter 66,include,IN-CORPUS-SCREEN,"school bus camera authorization with the standard c.90J-style surveillance-data regime (capture limits, 48h destruction, disclosure/sale ban, public-record exemption)"
H3379,An Act establishing an emergency responder yellow dot program,,,,corpus_screen,,,personal_information:1,"reatment is administered for any injury the participant suffers. (e) the unauthorized taking of the personal information contained within an individual’s ‘yellow-dot’ materials, and/or the use of such information for any purpose not related to life-saving or other emerg",exclude,EX-PROGRAM-INCIDENT,yellow-dot program bill; personal-info misuse penalty is incident to the program it creates
H3393,An Act relative to automated enforcement,,,,corpus_screen,,,personal_information:2,"8 official edition, is hereby amended by adding the following subclause:- (w) photographs and other personal identifying information collected by cities and towns under chapter 90j. section 2. the general laws are hereby amended by inserting after chapter 90i the following chapte",include,IN-CORPUS-SCREEN,statewide automated road safety camera act; ch.90J s.8 is a surveillance-technology data rule set on identifiable photo data
H3428,An Act to explore alternative funding sources to ensure safe and reliable transportation,,,,corpus_screen,,,privacy_generic:2,"ted by the house chair of the joint committee on transportation, who shall be a representative of a privacy rights advocacy organization. (c) the task force may request the department of transportation to perform such work as the task force deems necessary",exclude,EX-FALSEPOS,"transportation-funding task force; ""privacy"" is a task-force seat for a privacy advocacy org, no data rule"
H352,An Act relative to the occupational therapist interstate licensure compact,,,,corpus_screen,,,biometric:1;privacy_generic:1,n initial compact privilege. these procedures shall include the submission of fingerprints or other biometric-based information by applicants for the purpose of obtaining an applicant’s criminal history record information from the federal bureau of investigat,exclude,EX-PROGRAM-INCIDENT,fingerprint/biometric submission clause incident to the occupational therapy licensure compact the bill adopts
H3597,An Act to guarantee just cause job security,,,,corpus_screen,,,biometric:6;electronic_monitoring:28;geolocation:2;surveillance:1,"aning is required by the context or is specifically prescribed, shall have the following meanings: “biometric data”, a physiological, biological or behavioral characteristic, including but not limited to an iris scan, fingerprint, a hand scan, voiceprint and",include,IN-CORPUS-SCREEN,"just-cause employment bill whose s.105E contains workplace electronic monitoring limits, notice duties, and employee data access/correction rights"
H3601,An Act relative to overdose mapping,,,,corpus_screen,,,geolocation:3,"d local law enforcement agencies, sheriffs’ offices, fire departments and coroners shall submit the location data to the department, pursuant to section 237, not less than 24 hours after the fatal or nonfatal opiate overdose or after receiving the incident toxico",exclude,EX-PROGRAM-INCIDENT,overdose location-mapping program; HIPAA clause and PII-exclusion on public database are incident to the reporting program it creates
H3614,An Act to improve outcomes for individuals with Parkinson’s disease,,,,corpus_screen,,,privacy_generic:2,"of the commonwealth; (ii) the means of collecting and disseminating such data; (iii) how to ensure privacy and confidentiality of such data; (iv) the purpose, design and functionality of the registry; and (v) the implementation of the registry. the committ",exclude,EX-PROGRAM-INCIDENT,Parkinson's registry advisory bill; privacy/confidentiality of registry data incident to the program (codebook names Parkinson's registry as program-incident)
H3629,An Act relative to the prescription monitoring program,,,,corpus_screen,,,privacy_generic:1,"monitoring program, when the inclusion of such information does not conflict with state or federal privacy rules. the purpose of this subsection shall be to ensure that licensed professionals authorized to prescribe controlled substances receive informatio",exclude,EX-PROGRAM-INCIDENT,prescription monitoring program information-sharing tweak; privacy-rules reference incident to the existing PMP program
H3637,An Act relative to fusion centers,,,,corpus_screen,,,personal_information:8;privacy_generic:3,"ing in the 2020 official edition, is hereby amended by inserting after the definition of “automated personal data system,” the following definition:- “commonwealth fusion center”, an entity established in executive order no. 476 within the criminal information se",include,IN-CORPUS-SCREEN,"fusion-center bill whose provisions are data-handling rules on criminal intelligence systems (collection limits, dissemination logs, retention/purge, subject access, private right of action), not mere oversight mechanics"
